locx,locy,state
13.775,5.103916,1
15.931,12.900784,1
11.952,19.989013,0
5.100,17.709281,1
19.207,17.282632,0
3.736,7.166967,0
3.995,15.654164,0
13.731,11.894284,0
15.563,14.055605,0
8.161,12.867214,0
0.364,14.965667,1
4.051,15.620594,1
1.961,17.206336,1
6.432,10.583209,0
2.514,3.950926,2
6.807,10.169378,1
14.009,1.557665,1
9.160,3.254494,0
17.331,14.842982,1
6.630,17.656789,0
17.314,14.426710,1
1.974,11.254006,1
11.897,1.778008,0
14.936,2.356639,0
3.501,7.573473,0
9.668,19.967040,0
10.761,9.006012,2
5.307,4.535661,0
8.732,1.659597,1
2.839,19.868770,0
15.700,11.586657,1
11.388,6.773278,0
14.716,3.197119,0
7.028,19.102756,0
7.984,8.598285,0
7.276,12.796411,1
12.226,14.003723,0
14.360,8.560442,0
13.146,8.836329,0
10.410,18.804285,0
7.119,13.154698,1
17.684,19.457381,0
8.241,9.020661,0
6.960,17.297891,0
8.844,11.438948,1
7.216,13.411054,1
11.620,4.494766,0
19.724,13.406781,1
1.465,18.307443,1
9.679,5.020295,1
15.187,12.432020,1
18.508,13.719291,1
17.173,1.329997,0
9.942,16.944487,0
19.173,7.536851,1
13.028,7.607654,1
12.300,18.147526,0
15.161,7.477035,0
9.392,10.248726,0
8.293,1.059603,0
5.839,0.922880,0
1.422,10.630207,1
17.018,7.445296,0
2.499,3.004852,0
0.455,13.299966,1
2.877,8.707541,0
0.839,5.645314,0
7.418,4.140751,0
6.006,19.849239,0
3.392,17.385784,0
12.033,16.711936,1
11.291,8.265023,1
5.554,8.024537,1
10.679,3.288064,0
1.426,16.055177,0
4.212,16.101566,0
3.880,2.617878,1
12.942,14.070254,0
9.262,13.334758,1
6.030,1.626637,0
18.506,12.711570,1
18.016,0.990020,1
17.465,15.666372,0
16.730,0.901517,0
13.204,11.127049,0
15.009,13.991516,0
4.409,3.320414,1
9.325,13.397626,1
14.013,6.385083,1
18.442,9.278848,1
2.180,17.928404,1
5.251,15.823847,0
7.759,7.152928,1
14.886,9.399701,1
16.345,3.183081,0
12.255,8.456679,0
3.064,19.202246,0
12.110,15.817743,0
8.213,18.045595,1
4.785,13.968322,1
13.868,14.857631,1
10.716,13.992737,0
19.604,2.444533,0
6.881,8.753319,0
5.438,14.952849,0
18.278,10.961638,0
0.115,15.482650,0
17.566,6.756798,0
2.889,3.283181,1
5.991,5.412763,0
16.885,6.135441,0
18.737,15.805536,0
2.201,13.558763,0
7.803,10.264595,1
6.858,16.460463,1
5.554,6.431471,0
3.725,8.857082,0
2.059,7.746818,1
11.551,17.293619,0
19.335,13.203528,0
8.211,13.576464,0
15.643,16.974395,0
14.321,16.458022,2
2.939,8.553728,2
15.313,17.888119,1
10.617,14.028138,0
0.126,19.463485,1
18.664,9.106723,1
4.613,14.692831,1
13.360,4.532609,0
17.800,2.711875,1
8.633,14.506058,1
19.130,9.068270,1
6.212,8.734397,0
4.803,19.199194,2
17.689,18.745689,1
11.341,0.228278,1
1.615,19.079562,0
14.505,16.718039,0
18.779,13.992126,0
11.693,15.972777,0
18.748,10.289621,1
5.936,8.561052,1
0.850,6.919767,0
19.620,19.639271,0
2.673,1.945860,0
16.062,16.727805,0
19.241,7.533799,1
17.059,9.559008,1
5.974,13.562426,1
14.543,7.619251,2
8.567,10.500809,0
4.462,11.009857,0
12.898,12.164068,1
1.007,0.251473,1
18.115,8.975494,1
19.321,0.667135,0
5.996,12.366710,1
4.808,6.950285,0
9.734,0.929594,1
17.170,3.559679,1
15.259,8.955962,0
7.295,6.558428,0
18.222,7.980590,0
15.114,2.520829,1
9.767,1.961730,1
6.576,10.138249,0
14.222,6.717734,1
17.834,0.141606,1
11.822,14.241768,0
4.789,19.174169,1
9.607,12.532731,0
6.110,13.226112,0
13.595,1.552782,1
17.860,16.276131,1
5.378,15.946532,0
7.834,19.741203,1
16.259,15.136570,1
7.772,8.382214,1
2.045,11.436506,1
11.523,18.272042,2
11.638,16.790063,0
17.333,2.462844,0
12.528,18.767663,0
2.340,19.974975,0
6.341,6.449782,0
7.437,13.724174,1
17.537,16.816919,1
0.602,13.029572,0
8.406,2.267525,1
16.835,6.308176,1
3.472,9.903867,2
2.808,19.594104,0
16.440,13.188269,0
4.393,6.499832,1
2.808,6.617634,0
5.139,5.254067,0
11.260,4.027223,1
13.868,8.427381,0
16.988,11.147191,1
9.488,0.980865,1
10.033,13.051546,1
1.163,12.265999,0
1.811,7.105319,0
11.963,17.582934,1
2.914,2.053896,1
4.100,14.943693,2
15.329,13.861507,1
13.913,12.654195,1
12.194,18.936125,0
14.684,13.338420,1
8.227,15.365459,0
15.441,10.035096,0
13.932,12.780541,0
13.863,19.988403,0
16.726,1.478927,0
11.411,11.760613,0
2.102,1.433149,1
8.805,11.289407,0
17.963,1.803034,2
9.980,2.514115,0
15.231,11.582385,1
12.652,8.200934,1
7.887,12.004151,0
13.597,6.582842,0
5.537,11.330912,0
6.792,9.449751,1
1.649,12.645039,0
2.528,17.307047,0
10.576,15.281228,0
5.624,17.229530,0
16.495,0.510269,1
0.871,19.036225,0
7.379,2.109439,0
3.823,15.408185,0
17.148,12.437513,0
5.069,1.580248,1
9.090,4.644917,0
6.105,0.227668,0
3.709,1.641896,0
14.928,7.166356,0
4.110,12.447279,0
19.493,3.510239,0
2.043,6.547441,0
7.130,9.887387,0
17.741,6.885586,0
8.081,8.358409,0
16.669,12.113407,0
11.249,7.655873,0
16.316,8.716697,2
10.305,17.361370,0
6.149,3.661611,0
8.272,6.660360,0
13.852,18.162175,2
18.704,13.293252,1
0.985,13.209021,1
11.605,18.316599,0
1.181,7.485580,0
2.185,12.322153,0
4.004,18.288522,0
10.598,8.717917,0
17.598,6.075625,0
10.790,9.709159,0
13.250,13.284097,1
16.556,0.593890,1
4.993,18.018128,1
2.964,18.013245,0
7.374,13.254799,0
11.252,7.759636,0
4.503,12.176885,1
15.318,17.793512,0
13.528,10.263985,1
17.949,2.067934,1
15.642,4.771264,1
14.893,0.811792,0
17.752,2.208319,1
14.912,12.867824,1
17.946,14.457839,0
13.931,5.738701,0
17.864,14.145329,0
11.423,18.950163,2
15.115,9.900815,1
7.135,6.353343,0
18.856,12.119510,0
6.298,13.007599,0
1.653,9.858089,1
11.438,12.248299,0
10.777,9.493088,1
8.905,18.583941,1
12.007,15.754875,0
8.267,2.030702,0
9.131,5.774102,1
2.672,19.527573,1
12.207,16.762597,0
8.310,9.030427,1
17.762,17.944273,0
11.111,1.945860,0
14.010,7.378155,1
18.781,19.496445,0
14.249,4.283578,0
6.328,8.658712,0
11.538,17.500534,1
13.184,3.303323,1
17.794,0.704367,0
0.045,6.147649,0
0.419,15.010834,0
3.581,17.157506,0
19.610,9.576098,0
17.107,4.015015,0
19.431,0.847194,0
15.359,0.292367,0
15.820,1.052278,0
11.502,6.931974,0
14.632,16.587420,1
4.488,2.680136,0
2.838,6.901456,0
4.881,19.093600,1
6.018,4.522843,1
17.299,5.730155,0
15.267,6.834315,0
7.566,1.172521,0
16.646,0.238655,1
12.735,15.491195,1
6.285,7.329936,0
2.068,19.773553,0
4.287,17.693411,0
7.131,8.357799,1
10.538,12.967925,0
9.107,9.380169,2
15.561,6.790979,0
1.469,9.270913,0
9.530,10.251167,1
16.122,6.816614,1
2.577,3.468734,1
11.149,2.423170,1
19.512,3.940550,1
8.288,18.195135,0
2.078,12.265389,0
18.253,14.460280,1
1.876,5.876644,1
2.034,18.369701,0
17.077,1.406293,0
6.309,10.184027,0
16.044,16.311533,0
1.058,2.890103,1
1.000,10.378124,2
17.561,0.756249,0
14.856,17.736137,0
14.840,12.458266,1
4.327,10.007019,0
12.730,4.403211,0
2.465,1.208533,0
19.659,9.874569,0
3.731,15.040132,0
13.283,19.616077,0
14.727,5.181433,0
2.108,9.494919,0
13.721,9.218421,1
6.197,10.854213,1
2.087,6.830653,2
5.116,19.186377,0
0.778,2.859584,1
11.225,6.751305,0
14.974,5.883969,0
16.451,14.773400,0
0.002,2.932218,1
10.659,10.816370,0
11.692,0.947295,0
19.748,6.997284,0
14.249,15.638295,1
1.602,4.635151,0
8.808,18.336131,0
8.017,0.968047,1
15.769,1.486251,1
10.727,3.576769,2
14.044,13.398236,1
19.662,8.114872,1
10.351,2.873623,1
11.548,4.995270,1
1.666,4.348888,0
16.995,10.640584,0
3.965,4.163335,0
4.179,8.932157,1
10.380,18.593097,2
7.252,18.476516,1
11.897,4.259774,1
17.607,11.319315,1
3.713,11.555528,1
6.112,18.732261,0
10.392,1.690725,0
14.454,9.684744,0
12.915,18.010804,1
3.706,17.651906,2
10.797,12.184210,0
18.242,1.351970,1
2.340,15.908689,2
13.136,15.066378,0
16.199,18.743858,0
3.158,14.146550,0
17.342,2.702719,0
1.494,11.345561,2
0.565,14.230171,0
6.325,9.595630,0
14.664,4.181036,0
3.372,6.852016,1
10.388,16.439100,1
2.559,18.635823,0
15.328,15.790277,0
16.882,13.894467,1
8.819,15.677358,1
1.644,9.811090,1
0.027,16.466567,1
2.166,1.179846,0
2.314,14.842372,0
8.090,9.980163,1
7.017,14.963225,0
2.419,10.767541,0
9.773,1.999573,1
3.402,17.516404,0
12.502,8.678243,0
7.400,7.522202,0
14.181,15.461898,1
10.847,8.012940,0
13.531,14.983367,0
19.448,1.066927,0
16.747,1.366008,0
2.716,12.486953,0
13.385,15.051119,0
1.998,0.235603,1
13.547,3.753166,0
10.092,8.077639,0
9.469,10.182806,0
10.598,0.028077,0
14.661,7.143162,0
15.116,1.256752,1
3.700,10.638752,1
6.422,1.059603,0
5.819,11.615955,1
5.750,3.524277,0
15.403,16.963408,1
12.289,1.517991,0
12.536,0.388806,0
13.046,19.618519,1
16.697,13.815729,1
11.174,1.614429,1
6.757,19.895627,0
10.909,8.211310,0
10.385,16.296884,1
7.228,0.537736,1
15.995,12.360607,2
18.364,15.120090,1
10.351,8.777123,1
9.292,5.905942,2
14.973,0.882595,0
4.322,19.003876,1
4.443,16.226081,0
16.913,15.721305,0
19.764,7.008271,1
14.844,9.569384,1
19.868,8.037965,1
8.858,12.821436,0
4.429,0.813013,0
2.907,18.275094,0
11.081,14.363842,0
14.130,11.833857,0
0.167,3.477889,1
0.671,1.531419,1
10.176,14.935148,1
5.487,18.629719,0
16.943,2.368236,1
14.245,16.407361,1
19.778,0.393689,2
15.455,2.274850,0
7.635,18.612018,0
0.947,8.829615,1
8.432,6.122623,2
14.839,19.484848,0
14.676,7.174902,0
9.080,14.289987,1
8.493,18.569903,1
13.750,11.576281,0
19.195,9.445479,0
0.187,11.044649,1
16.518,14.078188,0
5.109,13.921934,0
12.650,18.305002,1
13.824,5.819269,1
16.158,10.214545,1
10.671,17.902768,1
10.978,15.711539,1
14.820,12.013916,0
3.545,9.596850,0
9.534,5.360271,1
11.231,2.774743,0
3.047,0.401013,1
15.185,16.223029,0
9.159,15.552232,1
10.718,2.337107,1
5.686,2.334666,0
18.349,4.296396,0
18.887,4.600970,1
8.642,14.048280,1
11.989,5.448164,1
3.960,19.559313,0
5.947,17.454146,0
10.248,1.945250,0
10.545,1.860408,0
1.990,13.114414,1
13.982,12.328257,0
13.456,14.532304,2
9.051,8.880276,1
19.347,7.758415,1
4.055,17.671438,0
18.005,17.354656,1
16.568,2.204047,0
0.261,16.807764,1
18.172,1.608936,0
17.094,18.080386,1
8.297,1.625416,0
9.185,15.425886,0
5.292,13.901181,0
11.524,4.076662,0
12.839,9.234901,0
16.176,4.453261,0
9.848,0.393078,1
6.334,12.490616,1
1.958,0.120853,0
4.791,6.736045,0
2.757,9.971007,1
9.945,12.822047,0
2.856,5.579394,1
2.476,15.950804,1
14.941,14.013489,0
15.802,2.006897,0
12.928,8.810694,0
13.458,17.935728,0
13.339,18.344066,0
6.509,11.993164,0
17.035,13.124790,0
14.132,4.516739,0
19.423,7.685171,0
0.477,9.819025,0
7.264,2.645344,1
10.956,19.840083,0
10.213,2.612384,1
1.057,10.190130,0
5.200,15.513169,0
0.837,19.192480,0
1.799,9.006623,0
8.189,0.559709,1
6.688,9.585864,0
14.030,0.335704,0
15.347,0.004883,1
12.534,18.707236,1
9.096,0.645161,0
19.517,7.334208,1
5.620,10.458693,0
12.120,2.810755,1
1.085,13.099155,0
12.904,6.880093,0
11.994,3.881344,1
11.483,14.033631,1
14.876,3.180639,0
6.816,17.123325,1
11.972,11.905271,0
3.303,11.596423,1
1.007,14.659871,1
3.778,8.999298,0
17.199,6.233711,1
12.551,0.355235,0
5.609,7.036348,0
11.612,0.057375,2
11.981,3.093356,1
3.123,10.885952,0
10.166,16.251106,0
1.326,0.790429,0
14.295,0.188604,0
6.987,12.053591,0
13.781,7.885372,1
7.506,13.458663,0
19.312,6.153142,0
15.817,16.096683,2
17.942,2.864467,1
11.202,3.421735,0
5.405,2.503739,2
15.140,16.202887,0
13.788,15.660878,1
5.325,2.965789,2
2.670,18.095645,0
0.972,16.588031,0
11.875,4.997711,1
2.534,7.631458,1
3.939,16.071047,1
18.962,15.074313,0
14.441,17.053133,1
5.626,5.040437,0
18.298,13.316446,0
6.029,18.167669,0
10.172,1.158483,0
0.428,16.227302,0
7.098,12.413709,1
14.506,8.634907,1
11.466,18.008972,0
11.190,9.462569,0
2.477,6.093326,0
18.778,5.585498,0
14.203,0.360118,0
18.468,6.587115,0
8.371,14.189276,0
4.425,17.046419,1
0.004,6.234931,2
19.523,1.833552,1
4.031,13.088168,0
19.862,5.039827,1
1.003,4.624775,0
11.209,13.160802,0
10.038,17.686697,0
10.476,3.165380,0
7.108,13.694876,0
15.361,6.075625,1
16.819,15.843379,1
15.275,6.673177,0
15.770,11.482894,1
6.688,9.966735,0
15.664,15.329447,0
6.017,15.045015,0
4.246,19.108860,0
3.165,6.929533,0
12.240,3.285012,0
8.863,7.071749,1
4.367,16.472060,1
18.918,13.095492,0
2.606,18.171941,1
8.507,8.432264,0
19.800,10.456862,1
19.623,12.458266,0
11.733,14.223457,0
14.823,11.769158,0
5.819,15.637074,0
0.386,3.205664,0
14.512,18.402661,1
12.005,9.270302,0
11.566,7.475814,1
6.147,16.544084,0
19.277,19.850459,1
10.205,17.743461,0
4.818,8.031861,1
14.559,8.028199,0
13.815,11.842402,1
19.676,16.197394,0
19.254,4.160283,0
1.381,1.389203,1
13.886,6.239814,0
7.409,15.917844,1
4.218,18.218329,1
8.375,4.862819,1
14.237,0.444960,0
16.281,3.046968,0
16.988,11.263161,0
13.690,0.017090,2
2.118,16.851100,0
6.687,13.661306,0
17.538,18.764000,0
4.754,3.081149,0
13.294,14.797205,1
0.686,1.348308,0
5.806,18.794519,0
13.668,18.771935,1
10.567,15.023041,1
8.642,17.288125,0
1.460,12.745750,1
15.091,6.623127,0
4.787,16.618549,1
18.360,2.826014,0
6.161,18.522904,0
6.637,19.816279,0
18.368,6.479080,0
6.731,14.557329,0
8.332,16.249275,0
11.758,16.501358,1
11.306,1.259804,2
13.869,1.899472,1
10.419,6.472976,0
5.142,3.633534,1
9.693,1.825617,0
19.758,17.173986,1
18.664,0.866115,0
0.600,13.296304,0
16.731,0.207526,1
3.385,18.182928,1
15.361,5.429853,1
1.458,11.529893,2
6.253,19.052705,0
4.384,3.287454,0
13.630,16.197394,0
13.445,19.660634,1
18.733,3.579211,1
7.178,18.987396,0
14.680,7.435530,1
0.084,8.128910,1
19.802,6.029847,0
7.617,19.994507,0
7.571,12.350230,2
0.590,2.816248,0
1.267,2.624592,0
2.122,1.816462,0
11.485,16.288339,1
10.249,3.875240,1
4.627,3.013398,1
19.321,5.833918,1
0.489,2.440870,0
3.315,17.056795,1
7.083,12.228767,0
14.192,16.873684,1
10.800,10.046083,0
18.403,17.535325,0
10.059,5.139927,0
4.705,13.292642,1
10.551,5.092929,0
6.373,6.242866,1
10.216,13.406171,1
10.963,9.553514,0
12.060,3.523667,0
0.728,18.693808,1
12.966,4.929350,0
16.838,11.302225,2
6.589,6.937468,1
10.497,6.310007,0
8.491,15.806757,1
14.114,2.947478,0
1.616,10.794397,0
15.630,10.256661,1
10.255,14.784997,0
9.132,7.738884,0
0.598,5.114902,1
4.890,7.761467,0
16.023,0.211798,0
11.924,0.342418,1
5.233,7.687613,0
16.241,10.950041,0
11.373,9.492477,1
7.857,11.924192,1
0.236,9.770806,0
19.739,18.170110,1
15.715,1.037019,0
11.775,7.721183,0
0.591,14.293649,0
2.921,17.820978,0
10.805,8.720359,1
4.633,17.126377,1
1.328,6.561480,1
18.702,4.680319,0
11.760,8.829615,1
12.647,16.260872,0
9.781,17.457808,0
15.757,8.735618,0
0.575,19.520249,0
8.929,3.056124,1
0.360,19.149144,1
11.418,16.507462,1
2.139,12.768944,0
17.627,4.832911,1
11.811,13.284097,0
7.061,4.881130,1
2.748,18.826258,2
0.568,18.373974,2
6.984,11.703238,0
5.999,7.434919,0
11.124,3.169042,1
6.399,2.506180,0
15.102,9.635304,1
13.872,13.265786,1
1.926,15.955077,1
2.225,3.180029,0
16.517,11.403546,1
1.536,18.319040,2
1.773,13.975646,0
7.751,11.044649,0
9.988,8.630024,0
10.456,9.216590,0
17.751,15.107273,0
11.924,11.525620,1
2.437,10.936003,0
0.594,19.584948,1
8.435,5.266884,1
12.071,7.405622,0
1.220,9.146397,0
0.804,18.881802,0
17.403,17.864925,0
15.543,13.902402,0
8.888,10.993988,0
1.717,13.727226,1
9.249,5.754570,1
3.850,6.244087,0
0.459,9.320353,0
11.137,1.729179,1
8.102,5.692923,0
19.310,19.750359,0
3.178,2.779626,0
11.925,17.813654,0
18.641,15.284280,0
14.181,2.408521,1
18.785,9.043855,1
2.399,13.049104,0
9.608,2.440260,0
2.305,19.953612,1
8.278,10.502640,1
19.214,5.979186,1
19.827,7.331767,0
13.255,13.444014,1
19.186,12.469253,0
2.762,6.449171,0
6.717,16.838893,1
8.961,9.341716,0
15.326,13.880428,0
5.056,11.932127,0
17.312,11.507309,0
2.868,2.089908,1
9.071,10.503861,0
0.126,16.359142,0
1.768,5.000763,2
1.561,9.190954,0
16.119,10.638142,0
16.902,11.447493,1
9.389,16.053957,1
8.917,18.782922,1
12.756,3.315531,1
14.615,0.527970,0
7.136,12.923978,2
12.739,9.720145,0
15.623,19.008759,0
0.676,4.873806,0
0.644,10.346995,1
13.900,4.151128,0
3.977,2.828455,1
11.080,2.526933,0
17.737,18.988006,0
17.982,12.595599,1
4.465,0.232551,1
13.282,19.628895,1
14.447,7.395245,1
9.417,11.521958,0
18.381,15.225074,0
11.600,14.245430,0
3.524,16.454360,0
8.128,13.428144,0
11.438,1.058992,1
15.098,12.699362,1
5.459,6.339305,0
8.669,9.416181,1
6.029,3.444319,0
7.981,18.394116,0
1.992,15.968505,0
1.866,4.273812,1
15.998,16.245003,0
2.480,13.144322,1
12.132,14.954680,1
18.959,4.049806,0
3.897,9.685354,0
14.252,11.003754,1
10.672,8.058718,1
18.238,16.134526,0
0.764,11.053194,1
0.260,4.592425,0
9.204,12.146367,0
14.191,1.835383,1
8.375,17.903378,2
19.173,3.925901,0
19.636,5.635548,1
9.137,1.456954,1
4.022,3.756829,0
14.247,7.742546,0
0.203,10.455031,0
7.371,11.879635,0
7.768,16.311533,0
18.727,7.331767,0
3.992,6.493118,0
11.806,16.634419,1
12.220,8.136235,0
3.726,2.862636,0
9.948,18.553423,0
3.108,8.484756,1
14.791,19.881588,1
8.626,12.213507,0
16.395,15.806757,0
1.342,4.502701,1
12.469,15.978271,0
13.959,12.294687,0
17.046,3.745842,0
10.110,13.648488,1
19.078,12.842799,0
16.807,12.882473,0
19.528,8.636128,1
3.191,16.846217,0
5.047,19.578845,0
8.684,2.945647,0
6.390,14.471267,1
13.686,19.563585,0
19.675,11.181372,0
15.935,9.472335,1
18.622,12.424085,0
5.653,16.891385,0
15.895,14.240547,0
2.617,8.797266,1
1.667,2.800378,0
8.251,11.118503,1
17.541,5.142979,1
15.900,10.434889,1
13.943,9.493698,0
12.380,1.812799,0
9.116,0.775170,1
13.949,13.400067,0
17.850,6.936857,0
9.818,8.397473,0
8.051,1.729179,0
16.319,15.043184,0
13.296,19.554430,1
14.870,5.229041,0
19.479,8.002564,2
16.847,12.374035,0
13.702,13.717460,0
8.501,9.178747,2
13.494,7.201758,0
19.037,15.891598,0
4.526,2.195502,1
4.980,19.705191,0
4.918,15.248268,1
13.957,15.910520,1
4.274,1.110874,1
1.019,11.436506,0
15.571,9.577929,2
0.624,1.392254,0
8.018,19.390851,1
7.414,19.248634,1
19.029,14.846644,0
8.900,11.271096,0
13.408,0.719626,1
3.189,15.840938,1
7.898,1.132847,1
4.877,18.281198,0
9.193,17.996155,1
12.230,1.815241,0
3.572,14.641560,0
18.774,5.286416,0
6.234,0.279550,0
2.431,8.255867,1
8.506,0.902127,0
15.320,14.110538,0
11.016,12.250740,1
7.334,11.805170,0
0.973,0.480972,0
6.651,6.859951,1
1.670,6.157414,1
10.268,2.242500,0
12.339,17.177038,1
7.701,19.757073,0
6.486,6.275216,0
10.988,2.562944,0
6.821,18.726157,0
14.086,9.463179,1
4.925,5.854060,0
14.821,1.555834,0
3.757,10.005799,0
2.499,11.913205,2
11.143,16.575823,0
4.302,18.881191,1
2.369,18.740196,0
13.603,13.638722,1
19.997,10.503250,0
13.317,2.647176,0
9.031,13.696707,0
17.417,15.596789,0
15.567,14.538408,0
3.740,19.493393,0
7.033,15.397198,0
1.208,9.499802,0
2.170,17.371136,1
4.580,17.162389,0
8.849,19.315165,0
19.884,6.641438,1
17.876,8.933988,0
13.617,19.581896,0
10.896,11.579333,1
8.880,19.229102,1
10.522,12.356334,1
1.541,14.441969,0
10.810,17.182531,1
19.556,14.205145,0
16.228,8.415174,1
18.598,13.273110,0
7.202,0.675680,0
17.079,19.580676,0
0.414,12.491226,0
3.726,4.023560,0
1.930,19.380474,0
0.817,3.261208,0
1.318,4.017457,1
16.200,16.139409,0
4.861,9.083529,1
7.235,4.377575,0
16.003,8.439589,0
9.768,18.140202,1
1.138,2.247383,0
15.276,17.109287,0
8.882,11.660512,1
9.294,7.697378,0
0.945,18.707846,0
14.261,7.014985,0
2.730,6.999725,0
9.899,14.217353,1
11.776,8.879666,0
14.270,19.863887,1
12.196,14.644612,1
18.601,13.910337,1
13.194,9.460738,0
19.042,2.956633,1
19.826,13.602100,0
18.454,17.378460,0
14.102,11.631825,0
1.359,18.962981,2
14.572,6.153752,1
15.192,9.685354,0
12.507,1.762749,1
0.942,12.238533,0
12.812,14.809412,1
6.367,2.941374,1
17.786,14.614704,0
4.836,7.663198,1
1.862,11.756340,1
12.991,1.375774,0
15.450,19.042940,0
10.302,1.964171,1
5.997,0.816675,0
13.676,18.920255,0
14.413,16.199225,1
10.214,7.544176,0
14.961,11.900998,0
1.274,9.280679,0
16.754,10.236518,1
0.938,8.810083,0
14.982,7.954955,0
2.020,8.522599,1
9.983,11.512192,0
12.735,11.002533,0
2.296,4.420301,1
17.169,10.143132,0
1.811,12.288583,0
2.643,1.521043,0
19.153,1.183508,0
7.139,12.652974,0
17.410,14.939421,0
9.870,3.756218,0
12.339,7.030854,0
18.153,19.652699,0
19.180,12.649922,0
13.686,3.413800,0
14.187,16.598407,0
11.375,12.410047,1
9.019,2.623371,2
13.813,7.345805,1
6.098,19.829707,0
14.557,14.942473,0
13.082,11.780755,0
13.315,14.875332,1
4.550,3.925291,2
16.172,11.589099,0
9.052,14.966277,0
3.986,1.628468,1
9.622,7.798700,0
2.062,17.094028,0
15.903,5.648366,0
14.250,15.861080,0
15.998,9.025544,1
14.575,19.180273,1
6.165,19.125950,0
19.539,7.284158,0
6.496,3.300882,2
14.204,13.631397,0
0.693,8.227790,1
15.193,8.398083,1
8.075,16.391491,1
3.730,11.867428,1
5.929,11.518906,0
11.845,8.313242,1
10.349,8.584246,0
14.864,1.024201,1
13.667,14.002503,1
13.318,19.084445,0
6.612,11.647694,1
17.386,16.531877,0
3.324,0.320444,0
17.007,14.534745,0
17.344,18.277535,0
10.782,7.190161,0
6.701,0.462050,1
16.778,1.586352,0
16.233,4.053468,0
18.391,12.749413,0
15.250,7.962279,0
8.353,4.088870,0
18.686,1.892758,0
4.042,13.988464,0
9.839,10.607013,0
17.203,19.144261,1
12.849,9.000519,1
11.198,15.291604,0
13.019,13.634449,0
8.938,5.937071,1
13.118,6.325877,1
4.588,19.726554,1
3.786,15.442366,0
2.197,7.063814,1
16.160,10.512406,1
14.360,16.623432,1
14.854,15.785394,0
4.042,2.359081,1
19.423,18.354442,0
2.709,1.654103,0
12.413,16.483047,0
7.844,15.225074,0
2.155,3.745842,2
13.030,9.408246,0
18.398,14.620197,1
13.675,11.457259,0
8.921,7.138890,1
1.547,18.470412,0
15.254,8.250374,2
11.202,10.575884,1
15.614,17.491379,0
11.464,9.001740,0
13.202,14.601886,0
5.070,9.652394,0
17.974,6.722617,0
9.597,12.816553,2
0.006,0.775781,0
2.805,19.636830,0
2.603,16.669820,0
5.521,15.957518,0
13.236,6.952727,1
5.189,14.186224,0
0.480,18.533891,1
13.206,13.779717,0
15.035,2.095401,0
19.166,10.995209,1
2.979,4.837184,0
15.160,18.522904,0
9.382,12.151860,1
13.220,5.620899,1
0.380,13.879208,0
9.069,19.393292,0
1.863,0.755638,0
15.274,17.813044,0
2.888,6.682333,0
16.940,15.140233,0
1.934,2.435377,1
13.075,10.339671,0
4.149,16.452528,1
16.737,19.135105,2
7.684,8.310190,1
17.092,0.318613,0
7.264,10.525834,1
16.525,16.948759,0
13.104,4.298837,0
5.897,3.044527,0
13.305,4.827418,0
11.109,16.428724,0
17.851,1.819514,1
14.064,8.313852,1
12.332,10.821253,0
1.177,10.281075,1
19.516,0.994293,1
2.553,9.258705,0
16.905,14.963225,0
14.938,11.142918,1
8.383,6.352733,0
11.606,3.668935,0
18.104,10.655232,0
12.264,19.166845,0
4.707,15.032807,1
16.135,7.825556,1
4.041,2.698447,0
11.328,2.091739,1
18.464,17.486496,1
3.613,2.824183,1
0.880,4.246345,0
17.750,7.829829,0
11.629,10.681478,0
14.466,13.408612,0
16.349,6.257515,0
16.233,9.535203,0
2.938,3.805048,1
4.958,19.292581,1
5.755,19.448225,0
4.705,3.189795,0
15.151,16.467788,0
12.591,18.992889,0
0.501,8.745994,0
10.961,17.677541,1
4.818,9.402142,0
3.987,6.153752,0
19.106,0.244148,2
11.800,17.362590,0
14.551,7.673574,0
5.284,18.381298,0
0.710,0.653096,0
14.669,17.168493,2
7.779,16.376843,0
15.025,18.561968,0
1.102,9.253822,0
1.804,10.156560,0
6.024,8.842433,0
19.546,8.698386,0
11.227,2.350536,0
16.868,7.603381,0
8.659,7.337260,0
10.873,16.237068,0
18.203,10.226753,1
14.093,11.578722,1
15.179,16.272469,0
7.103,12.891018,0
8.841,6.593219,1
9.919,0.023194,1
9.962,7.900021,1
15.307,5.973083,0
15.655,10.545976,0
17.140,4.328745,2
9.538,0.521256,0
16.909,2.222358,1
5.382,1.016877,2
1.535,19.414045,0
12.354,9.187902,0
15.583,4.132817,1
9.994,3.728751,1
1.021,6.303293,0
11.038,8.904080,1
7.642,18.779870,0
0.217,10.644246,0
7.281,7.206641,1
7.166,10.332347,0
14.931,19.149754,1
1.546,11.923582,0
9.915,13.094272,2
8.529,7.994018,2
0.211,17.967467,0
12.757,0.375378,0
3.073,3.778191,1
8.895,0.973540,0
5.058,14.026307,0
6.925,8.412122,0
14.601,0.487686,0
10.277,6.121403,1
10.247,11.012909,1
14.944,17.498703,0
17.678,10.950041,0
7.699,3.757439,0
18.647,8.836940,1
11.535,0.109256,0
4.959,6.966155,0
16.460,15.875118,1
0.609,7.461776,0
3.767,14.180731,1
5.215,14.490188,0
1.902,16.840724,1
1.859,3.226417,0
2.068,10.062563,0
2.473,16.206549,1
11.671,16.600848,0
13.886,17.681204,0
13.748,9.973449,0
17.657,6.609699,1
10.490,16.384167,0
6.831,18.909268,1
